fips,stcode,stabbr,stname,cntycode,cntyname,pop2010,totcng,totadh,totrate,evancng,evanadh,evanrate,bprtcng,bprtadh,bprtrate,mprtcng,mprtadh,mprtrate,cathcng,cathadh,cathrate
1001,1,AL,Alabama,1,Autauga County,54571,106,36938,676.8788889,79,27503,503.99,13,2291,41.97888889,12,4522,82.85888889,1,1766,32.35888889
1003,1,AL,Alabama,3,Baldwin County,182265,271,96918,531.74,178,57986,318.1388889,17,3130,17.17,48,20075,110.14,13,14009,76.85888889
1005,1,AL,Alabama,5,Barbour County,27457,89,15101,549.99,51,8793,320.25,21,3328,121.2088889,14,2140,77.93888889,1,575,20.94
1007,1,AL,Alabama,7,Bibb County,22915,81,11430,498.8,63,10159,443.3288889,8,966,42.15888889,9,302,13.17888889,,,
1009,1,AL,Alabama,9,Blount County,57322,156,37352,651.62,122,29223,509.8,2,58,1.01,29,3035,52.95,1,4744,82.76
1011,1,AL,Alabama,11,Bullock County,10914,47,6300,577.24,15,2152,197.18,21,3445,315.6488889,9,601,55.07,1,49,4.49
1013,1,AL,Alabama,13,Butler County,20947,92,12278,586.1488889,63,8653,413.0888889,8,1657,79.09888889,17,1653,78.90888889,1,77,3.68
1015,1,AL,Alabama,15,Calhoun County,118572,281,84615,713.62,204,67564,569.8088889,24,5163,43.53888889,42,7066,59.59,4,3192,26.92
1017,1,AL,Alabama,17,Chambers County,34215,119,22251,650.33,62,12903,377.12,21,5780,168.93,33,3080,90.01888889,1,249,7.28
1019,1,AL,Alabama,19,Cherokee County,25989,79,12455,479.24,62,10865,418.06,,,,16,1590,61.17888889,,,
1021,1,AL,Alabama,21,Chilton County,43643,122,30488,698.58,98,26608,609.6688889,7,1116,25.57,14,1805,41.35888889,1,709,16.25
1023,1,AL,Alabama,23,Choctaw County,13859,83,9721,701.4188889,52,6080,438.6988889,16,2635,190.1288889,13,789,56.92888889,1,60,4.33
1025,1,AL,Alabama,25,Clarke County,25833,122,20470,792.3988889,77,13634,527.7688889,23,5098,197.34,16,1632,63.17888889,3,11,0.43
1027,1,AL,Alabama,27,Clay County,13932,69,10305,739.6588889,53,8899,638.75,2,181,12.99,12,1038,74.5,1,186,13.34888889
1029,1,AL,Alabama,29,Cleburne County,14972,66,11463,765.6288889,48,10435,696.97,1,183,12.22,17,844,56.36888889,,,
1031,1,AL,Alabama,31,Coffee County,49948,120,33021,661.11,91,25889,518.32,11,1320,26.42888889,13,3457,69.20888889,1,1550,31.03
1033,1,AL,Alabama,33,Colbert County,54428,140,37805,694.59,103,29759,546.7588889,18,3256,59.82,17,3368,61.88,1,1415,26
1035,1,AL,Alabama,35,Conecuh County,13228,62,7550,570.7588889,34,4297,324.8388889,7,2000,151.1888889,18,981,74.15888889,,,
1037,1,AL,Alabama,37,Coosa County,11539,49,6148,532.7988889,29,4180,362.25,10,1388,120.29,10,577,50,,,
1039,1,AL,Alabama,39,Covington County,37765,126,23386,619.25,103,20052,530.97,6,677,17.92888889,13,2093,55.42,1,291,7.71
1041,1,AL,Alabama,41,Crenshaw County,13906,68,8784,631.6688889,52,7442,535.1588889,2,244,17.55,13,875,62.92,,,
1043,1,AL,Alabama,43,Cullman County,80406,227,62799,781.0188889,199,53863,669.8888889,,,,24,3698,45.99,2,4614,57.38
1045,1,AL,Alabama,45,Dale County,50251,109,24732,492.17,68,17979,357.7788889,9,1891,37.63,27,3712,73.87,1,278,5.53
1047,1,AL,Alabama,47,Dallas County,43820,140,26546,605.7988889,73,16764,382.5688889,34,6398,146.0088889,26,2438,55.64,2,536,12.23
1049,1,AL,Alabama,49,DeKalb County,71109,184,39370,553.6588889,144,32536,457.55,1,,,36,3925,55.2,1,2657,37.36888889
1051,1,AL,Alabama,51,Elmore County,79303,141,37247,469.68,92,28235,356.04,13,1902,23.98,30,5902,74.42,2,677,8.538888889
1053,1,AL,Alabama,53,Escambia County,38319,124,23014,600.59,88,17917,467.5688889,10,2164,56.46888889,18,1849,48.25,2,530,13.83
1055,1,AL,Alabama,55,Etowah County,104430,256,84006,804.4188889,193,64316,615.8788889,21,4813,46.09,35,5816,55.68888889,1,7624,73.01
1057,1,AL,Alabama,57,Fayette County,17241,94,11039,640.2788889,76,9490,550.4288889,4,541,31.37888889,11,795,46.10888889,1,90,5.218888889
1059,1,AL,Alabama,59,Franklin County,31704,102,20416,643.96,89,16733,527.7888889,4,526,16.58888889,6,1195,37.68888889,1,1487,46.89888889
1061,1,AL,Alabama,61,Geneva County,26790,102,16488,615.45,69,12807,478.05,9,1156,43.14888889,20,1960,73.15888889,1,50,1.87
1063,1,AL,Alabama,63,Greene County,9045,28,2425,268.1,12,1134,125.37,7,857,94.75,8,375,41.46,1,37,4.088888889
1065,1,AL,Alabama,65,Hale County,15760,69,9531,604.7588889,25,4362,276.7788889,24,3493,221.6388889,16,1386,87.93888889,1,25,1.59
1067,1,AL,Alabama,67,Henry County,17302,43,8195,473.6388889,30,6025,348.23,8,1266,73.17,5,904,52.25,,,
1069,1,AL,Alabama,69,Houston County,101547,210,81059,798.24,152,60486,595.6488889,18,3855,37.96,31,12245,120.5788889,1,2551,25.12
1071,1,AL,Alabama,71,Jackson County,53227,145,28922,543.37,118,24116,453.0788889,6,845,15.88,18,2116,39.75,1,1515,28.46
1073,1,AL,Alabama,73,Jefferson County,658466,1198,552254,838.7,710,308984,469.25,257,106653,161.9688889,150,67037,101.81,32,55083,83.65
1075,1,AL,Alabama,75,Lamar County,14564,90,11042,758.1688889,68,8902,611.23,7,1085,74.5,15,1055,72.43888889,,,
1077,1,AL,Alabama,77,Lauderdale County,92709,206,54063,583.1488889,144,40963,441.8388889,19,2346,25.3,38,8079,87.14,2,1948,21.01
1079,1,AL,Alabama,79,Lawrence County,34339,81,17919,521.83,61,15711,457.5288889,7,944,27.48888889,12,1175,34.21888889,1,87,2.528888889
1081,1,AL,Alabama,81,Lee County,140247,175,56996,406.3988889,93,30090,214.55,41,7368,52.53888889,30,15250,108.7388889,2,2872,20.48
1083,1,AL,Alabama,83,Limestone County,82782,166,43018,519.6488889,122,33582,405.67,14,866,10.46,25,4899,59.17888889,1,2462,29.73888889
1085,1,AL,Alabama,85,Lowndes County,11299,50,6217,550.23,21,2439,215.86,12,2265,200.46,16,1512,133.8188889,,,
1087,1,AL,Alabama,87,Macon County,21452,67,9583,446.72,18,2695,125.6288889,28,4945,230.5088889,16,1164,54.25888889,1,100,4.66
1089,1,AL,Alabama,89,Madison County,334811,432,168830,504.25,284,105503,315.11,41,6710,20.03888889,72,35533,106.1288889,6,14157,42.28
1091,1,AL,Alabama,91,Marengo County,21027,88,16244,772.5288889,50,10671,507.49,14,3057,145.3788889,20,1906,90.65,1,386,18.35888889
1093,1,AL,Alabama,93,Marion County,30776,112,18828,611.7788889,95,16308,529.8888889,3,366,11.89,12,1460,47.43888889,1,474,15.4
1095,1,AL,Alabama,95,Marshall County,93019,216,60942,655.1588889,169,43707,469.87,4,372,4,38,7868,84.57888889,2,8382,90.10888889
1097,1,AL,Alabama,97,Mobile County,412992,599,253133,612.9188889,354,149286,361.47,99,34124,82.62888889,79,30312,73.4,35,32003,77.48888889
1099,1,AL,Alabama,99,Monroe County,23068,88,14959,648.47,51,8597,372.68,19,4578,198.46,15,1377,59.68888889,1,100,4.338888889
1101,1,AL,Alabama,101,Montgomery County,229363,354,159955,697.3888889,182,69894,304.73,89,44089,192.2188889,54,31983,139.4388889,9,9480,41.32888889
1103,1,AL,Alabama,103,Morgan County,119490,250,83260,696.7888889,179,59647,499.18,19,2605,21.8,46,11687,97.81,1,8380,70.12888889
1105,1,AL,Alabama,105,Perry County,10591,44,5710,539.1388889,21,2905,274.29,11,1864,176,12,936,88.37888889,,,
1107,1,AL,Alabama,107,Pickens County,19746,98,13500,683.6788889,62,9795,496.05,15,1716,86.9,19,1603,81.18,1,74,3.75
1109,1,AL,Alabama,109,Pike County,32899,89,16755,509.29,52,10098,306.9388889,19,3675,111.7088889,14,2442,74.23,1,215,6.54
1111,1,AL,Alabama,111,Randolph County,22913,106,13134,573.21,69,9053,395.1,9,1953,85.23888889,26,1978,86.32888889,1,149,6.5
1113,1,AL,Alabama,113,Russell County,52947,133,36790,694.85,74,23650,446.67,38,8303,156.8188889,14,2444,46.15888889,4,1595,30.12
1115,1,AL,Alabama,115,St. Clair County,83593,154,39768,475.73,121,34066,407.5188889,12,1778,21.26888889,18,2856,34.17,1,1056,12.63
1117,1,AL,Alabama,117,Shelby County,195085,230,85708,439.3388889,172,61933,317.47,12,2421,12.41,38,16076,82.40888889,1,2883,14.77888889
1119,1,AL,Alabama,119,Sumter County,13763,52,4970,361.11,26,2664,193.56,11,1499,108.92,13,769,55.86888889,1,37,2.69
1121,1,AL,Alabama,121,Talladega County,82291,209,44005,534.75,139,33499,407.0788889,25,3645,44.28888889,37,4538,55.14888889,4,1769,21.5
1123,1,AL,Alabama,123,Tallapoosa County,41616,142,28905,694.5588889,86,19714,473.7088889,16,3526,84.73,33,4580,110.0488889,1,894,21.48
1125,1,AL,Alabama,125,Tuscaloosa County,194656,311,104315,535.8888889,208,71803,368.87,45,14428,74.12,47,12415,63.78,2,3729,19.16
1127,1,AL,Alabama,127,Walker County,67023,217,43800,653.5088889,180,39118,583.6488889,8,1087,16.21888889,25,2552,38.07888889,1,523,7.798888889
1129,1,AL,Alabama,129,Washington County,17581,88,10284,584.95,55,7391,420.3988889,12,1621,92.2,19,1242,70.64,2,30,1.71
1131,1,AL,Alabama,131,Wilcox County,11670,72,7124,610.45,34,3442,294.9388889,25,3007,257.67,8,568,48.67,3,12,1.03
1133,1,AL,Alabama,133,Winston County,24484,75,14974,611.58,62,13499,551.34,,,,10,1117,45.61888889,1,223,9.108888889
2013,2,AK,Alaska,13,Aleutians East Borough,3141,8,741,235.9088889,4,134,42.65888889,,,,,,,,,
2016,2,AK,Alaska,16,Aleutians West Census Area,5561,12,1365,245.46,3,232,41.71888889,,,,1,82,14.75,1,185,33.27
2020,2,AK,Alaska,20,Anchorage Municipality,291826,326,102804,352.2788889,195,44678,153.0988889,8,1128,3.87,46,11427,39.15888889,12,22969,78.70888889
2050,2,AK,Alaska,50,Bethel Census Area,17013,55,9011,529.6488889,11,501,29.44888889,,,,18,2216,130.25,8,3244,190.68
2060,2,AK,Alaska,60,Bristol Bay Borough,997,6,293,293.8788889,2,6,6.018888889,,,,,,,1,60,60.17888889
2068,2,AK,Alaska,68,Denali Borough,1826,8,509,278.75,6,310,169.77,,,,,,,1,112,61.34
2070,2,AK,Alaska,70,Dillingham Census Area,4847,25,2502,516.2,9,442,91.18888889,,,,6,436,89.95,2,578,119.25
2090,2,AK,Alaska,90,Fairbanks North Star Borough,97581,123,28104,288.0088889,71,13987,143.34,6,471,4.83,17,3969,40.67,5,4195,42.99
2100,2,AK,Alaska,100,Haines Borough,2508,16,877,349.68,8,344,137.1588889,,,,2,149,59.40888889,3,185,73.76
2105,2,AK,Alaska,105,Hoonah-Angoon Census Area,2150,15,633,294.42,5,198,92.09,,,,1,21,9.768888889,6,125,58.14
2110,2,AK,Alaska,110,Juneau City and Borough,31275,47,8969,286.7788889,22,2867,91.67,,,,10,1933,61.81,2,1900,60.75
2122,2,AK,Alaska,122,Kenai Peninsula Borough,55400,123,17843,322.0788889,81,9688,174.87,,,,15,1407,25.39888889,6,2810,50.71888889
2130,2,AK,Alaska,130,Ketchikan Gateway Borough,13477,31,4246,315.06,21,1917,142.24,,,,4,643,47.71,2,920,68.26
2150,2,AK,Alaska,150,Kodiak Island Borough,13592,34,3818,280.8988889,16,1239,91.15888889,,,,3,217,15.97,1,500,36.78888889
2164,2,AK,Alaska,164,Lake and Peninsula Borough,1631,10,1148,703.86,,,,,,,,,,,,
2170,2,AK,Alaska,170,Matanuska-Susitna Borough,88995,116,26656,299.5188889,74,15076,169.4,1,193,2.168888889,17,2271,25.51888889,4,3354,37.68888889
2180,2,AK,Alaska,180,Nome Census Area,9492,35,4463,470.1888889,18,1127,118.73,,,,9,2198,231.56,5,880,92.70888889
2185,2,AK,Alaska,185,North Slope Borough,9430,17,1539,163.1988889,7,453,48.03888889,,,,7,797,84.51888889,2,165,17.5
2188,2,AK,Alaska,188,Northwest Arctic Borough,7523,25,2385,317.0288889,20,1644,218.53,,,,3,408,54.22888889,1,240,31.89888889
2195,2,AK,Alaska,195,Petersburg Census Area,3815,14,1184,310.35,7,432,113.2388889,,,,4,505,132.37,1,90,23.58888889
2198,2,AK,Alaska,198,Prince of Wales-Hyder Census Area,5559,30,1759,316.42,15,965,173.59,,,,3,145,26.07888889,9,450,80.95
2201,2,AK,Alaska,201,Prince of Wales-Outer Ketchikan,,,,,,,,,,,,,,,,
2220,2,AK,Alaska,220,Sitka City and Borough,8881,21,2895,325.98,10,928,104.4888889,,,,5,802,90.31,1,460,51.79888889
2230,2,AK,Alaska,230,Skagway Municipality,968,7,270,278.93,1,2,2.068888889,,,,4,65,67.15,1,125,129.1288889
2231,2,AK,Alaska,231,Skagway-Yakutat-Angoon,,,,,,,,,,,,,,,,
2232,2,AK,Alaska,232,Skagway-Hoonah-Angoon,,,,,,,,,,,,,,,,
2240,2,AK,Alaska,240,Southeast Fairbanks Census Area,7029,26,1996,283.97,18,1014,144.2588889,,,,4,182,25.89,2,366,52.07
2261,2,AK,Alaska,261,Valdez-Cordova Census Area,9636,39,3329,345.48,21,1563,162.1988889,1,184,19.1,5,345,35.79888889,3,437,45.35
2270,2,AK,Alaska,270,Wade Hampton Census Area,7459,26,6478,868.48,9,714,95.71888889,,,,,,,12,4713,631.85
2275,2,AK,Alaska,275,Wrangell City and Borough,2369,12,916,386.66,4,282,119.04,,,,4,184,77.67,2,300,126.64
2280,2,AK,Alaska,280,Wrangell-Petersburg,,,,,,,,,,,,,,,,
2282,2,AK,Alaska,282,Yakutat City and Borough,662,3,163,246.2188889,1,53,80.06,,,,,,,1,50,75.53
2290,2,AK,Alaska,290,Yukon-Koyukuk Census Area,5588,36,3937,704.5488889,5,164,29.35,,,,18,2148,384.3988889,10,1453,260.0188889
4001,4,AZ,Arizona,1,Apache County,71518,132,34926,488.35,73,3834,53.60888889,,,,11,715,10,13,15000,209.74
4003,4,AZ,Arizona,3,Cochise County,131346,207,53070,404.05,131,13773,104.8588889,3,862,6.558888889,26,3386,25.78,16,26615,202.6288889
4005,4,AZ,Arizona,5,Coconino County,134421,182,39909,296.8988889,98,10785,80.23,2,171,1.27,18,3756,27.94,9,6750,50.21888889
4007,4,AZ,Arizona,7,Gila County,53597,92,20145,375.86,54,5416,101.0488889,,,,11,1454,27.12888889,10,8519,158.9488889
4009,4,AZ,Arizona,9,Graham County,37220,65,20563,552.47,24,1985,53.32888889,,,,4,561,15.07,6,6194,166.4188889
4011,4,AZ,Arizona,11,Greenlee County,8437,19,4442,526.49,10,571,67.68,,,,2,34,4.03,3,2608,309.11
4012,4,AZ,Arizona,12,La Paz County,20489,39,4909,239.59,27,2314,112.9388889,1,174,8.49,3,302,14.74,4,1109,54.13
4013,4,AZ,Arizona,13,Maricopa County,3817117,2299,1491480,390.73,1206,534453,140.0088889,48,6278,1.64,241,104145,27.28,100,520651,136.4
4015,4,AZ,Arizona,15,Mohave County,200186,139,44735,223.4688889,97,13180,65.84,1,,,12,4061,20.28888889,5,18500,92.40888889
4017,4,AZ,Arizona,17,Navajo County,107449,194,46910,436.5788889,98,13966,129.9788889,2,207,1.93,18,1410,13.11888889,14,6600,61.42
4019,4,AZ,Arizona,19,Pima County,980263,636,390546,398.41,362,98278,100.26,14,4190,4.268888889,77,37037,37.78,50,203770,207.87
4021,4,AZ,Arizona,21,Pinal County,375770,245,81614,217.1888889,155,20514,54.59,3,369,0.98,21,5869,15.61888889,20,39268,104.5
4023,4,AZ,Arizona,23,Santa Cruz County,47420,43,18651,393.3188889,29,2009,42.36888889,,,,4,459,9.678888889,7,15217,320.8988889
4025,4,AZ,Arizona,25,Yavapai County,211033,240,54822,259.7788889,156,22957,108.78,,,,22,4525,21.44,14,16500,78.18888889
4027,4,AZ,Arizona,27,Yuma County,195751,141,73206,373.98,92,18341,93.7,3,222,1.128888889,14,4078,20.82888889,7,43401,221.7188889
5001,5,AR,Arkansas,1,Arkansas County,19019,66,13578,713.9188889,41,9709,510.49,7,1032,54.25888889,16,2500,131.4488889,1,300,15.76888889
5003,5,AR,Arkansas,3,Ashley County,21853,100,19524,893.4188889,65,14265,652.7688889,19,3469,158.74,12,1009,46.17,2,694,31.76
5005,5,AR,Arkansas,5,Baxter County,41513,92,21158,509.67,74,14884,358.54,2,499,12.01888889,9,2528,60.89888889,1,2359,56.82888889
5007,5,AR,Arkansas,7,Benton County,221339,295,109019,492.54,228,72566,327.85,,,,43,14839,67.04,4,16757,75.70888889
5009,5,AR,Arkansas,9,Boone County,36903,98,27467,744.2988889,82,23485,636.3988889,,,,13,2437,66.04,1,970,26.28888889
5011,5,AR,Arkansas,11,Bradley County,11508,58,9409,817.61,30,5785,502.6888889,15,2263,196.65,11,972,84.45888889,1,389,33.79888889
5013,5,AR,Arkansas,13,Calhoun County,5368,22,2405,448.0288889,17,1992,371.0888889,1,177,32.96888889,4,236,43.96,,,
5015,5,AR,Arkansas,15,Carroll County,27446,73,10843,395.0688889,56,7926,288.79,,,,8,1479,53.89,2,950,34.60888889
5017,5,AR,Arkansas,17,Chicot County,11800,39,6282,532.37,23,4240,359.3188889,7,999,84.65888889,6,498,42.2,1,525,44.49
5019,5,AR,Arkansas,19,Clark County,22995,84,15623,679.4088889,58,12259,533.12,9,1291,56.14,15,1735,75.45,1,80,3.48
5021,5,AR,Arkansas,21,Clay County,16083,57,7159,445.1288889,48,6355,395.1388889,,,,6,774,48.13,1,30,1.87
5023,5,AR,Arkansas,23,Cleburne County,25970,62,12988,500.12,51,9580,368.8888889,,,,8,2408,92.71888889,1,405,15.58888889
5025,5,AR,Arkansas,25,Cleveland County,8689,36,4269,491.31,23,3392,390.3788889,3,331,38.09,10,546,62.84,,,
5027,5,AR,Arkansas,27,Columbia County,24552,73,12995,529.2788889,33,7487,304.9388889,21,3082,125.53,16,1972,80.31888889,1,220,8.96
5029,5,AR,Arkansas,29,Conway County,21273,66,10387,488.2688889,46,6533,307.1,6,872,40.99,8,846,39.77,4,1791,84.18888889
5031,5,AR,Arkansas,31,Craighead County,96443,170,54194,561.9288889,129,44184,458.1388889,5,655,6.79,24,5408,56.07,2,2470,25.60888889
5033,5,AR,Arkansas,33,Crawford County,61948,128,31172,503.1988889,107,25526,412.06,,,,16,3767,60.81,2,1263,20.39
5035,5,AR,Arkansas,35,Crittenden County,50902,79,24856,488.31,48,16649,327.0788889,17,4466,87.73888889,8,2805,55.10888889,3,525,10.31
5037,5,AR,Arkansas,37,Cross County,17870,59,12130,678.7888889,42,8988,502.97,6,1289,72.12888889,10,1503,84.10888889,1,350,19.58888889
5039,5,AR,Arkansas,39,Dallas County,8116,40,4735,583.4188889,18,2824,347.9488889,8,1220,150.3188889,10,591,72.81888889,1,36,4.44
5041,5,AR,Arkansas,41,Desha County,13008,52,8525,655.37,32,6173,474.55,10,1380,106.09,7,856,65.81,2,82,6.298888889
5043,5,AR,Arkansas,43,Drew County,18509,68,13284,717.7,39,8917,481.7688889,13,2069,111.78,12,1754,94.76,1,242,13.07
5045,5,AR,Arkansas,45,Faulkner County,113237,144,53936,476.31,112,39848,351.8988889,5,744,6.57,21,6728,59.42,1,5089,44.93888889
5047,5,AR,Arkansas,47,Franklin County,18125,46,7578,418.1,34,5699,314.43,,,,9,1166,64.32888889,2,710,39.17
5049,5,AR,Arkansas,49,Fulton County,12245,49,5397,440.75,41,4993,407.7588889,,,,6,402,32.82888889,,,
5051,5,AR,Arkansas,51,Garland County,96024,193,51057,531.71,134,31254,325.48,13,2578,26.85,29,10744,111.89,3,4501,46.86888889
5053,5,AR,Arkansas,53,Grant County,17853,50,8562,479.5788889,38,7283,407.9388889,2,307,17.19888889,8,904,50.64,1,68,3.81
5055,5,AR,Arkansas,55,Greene County,42090,100,23179,550.7,81,19964,474.3188889,,,,16,2582,61.34,1,410,9.74
5057,5,AR,Arkansas,57,Hempstead County,22609,67,11496,508.47,38,7340,324.6488889,12,2268,100.31,14,1277,56.47888889,1,386,17.07
5059,5,AR,Arkansas,59,Hot Spring County,32923,94,15885,482.49,72,12736,386.8388889,7,1505,45.71,13,1552,47.14,1,90,2.73
5061,5,AR,Arkansas,61,Howard County,13789,59,8135,589.96,36,5521,400.3888889,11,1589,115.2388889,8,794,57.57888889,1,150,10.88
5063,5,AR,Arkansas,63,Independence County,36647,107,21239,579.5588889,85,17227,470.0788889,2,308,8.4,16,2988,81.53,1,350,9.55
5065,5,AR,Arkansas,65,Izard County,13696,61,6748,492.6988889,48,5653,412.75,1,175,12.77888889,10,784,57.24,1,125,9.13
5067,5,AR,Arkansas,67,Jackson County,17997,73,10150,563.98,57,8559,475.5788889,4,536,29.78,10,1005,55.84,1,50,2.778888889
5069,5,AR,Arkansas,69,Jefferson County,77435,188,46297,597.8788889,105,26985,348.49,53,11335,146.3788889,22,5881,75.95,3,1121,14.48
5071,5,AR,Arkansas,71,Johnson County,25540,60,12182,476.98,49,9764,382.3,,,,7,915,35.82888889,1,618,24.19888889
5073,5,AR,Arkansas,73,Lafayette County,7645,23,3367,440.42,15,2495,326.36,4,497,65.01,4,373,48.78888889,,,
5075,5,AR,Arkansas,75,Lawrence County,17415,72,9202,528.3988889,58,8078,463.85,,,,12,1038,59.6,1,85,4.88
5077,5,AR,Arkansas,77,Lee County,10424,34,3719,356.7688889,22,2618,251.15,4,652,62.54888889,6,394,37.79888889,1,54,5.178888889
5079,5,AR,Arkansas,79,Lincoln County,14134,40,5145,364.0188889,29,3763,266.24,5,821,58.09,4,451,31.91,2,105,7.428888889
5081,5,AR,Arkansas,81,Little River County,13171,51,7838,595.1,32,6325,480.22,7,616,46.77,7,728,55.27,2,86,6.53
5083,5,AR,Arkansas,83,Logan County,22353,95,17807,796.6288889,74,14592,652.7988889,2,367,16.42,8,1335,59.71888889,8,1507,67.42
5085,5,AR,Arkansas,85,Lonoke County,68356,114,30607,447.7588889,87,24578,359.56,4,541,7.91,17,4039,59.09,2,155,2.27
5087,5,AR,Arkansas,87,Madison County,15717,41,5874,373.74,34,4958,315.4488889,,,,4,508,32.32,1,150,9.538888889
5089,5,AR,Arkansas,89,Marion County,16653,40,6353,381.49,30,5093,305.8288889,,,,8,917,55.07,1,340,20.42
5091,5,AR,Arkansas,91,Miller County,43462,94,26253,604.0388889,70,19930,458.56,11,2038,46.89,11,2879,66.23888889,1,1404,32.29888889
5093,5,AR,Arkansas,93,Mississippi County,46480,131,31145,670.07,95,24845,534.5288889,16,3027,65.12,15,2073,44.6,2,500,10.75888889
5095,5,AR,Arkansas,95,Monroe County,8149,38,5668,695.5488889,22,4033,494.91,7,838,102.8288889,8,732,89.82888889,1,65,7.98
5097,5,AR,Arkansas,97,Montgomery County,9487,31,4163,438.81,25,3532,372.3,1,178,18.76,4,353,37.21,1,100,10.53888889
5099,5,AR,Arkansas,99,Nevada County,8997,35,4045,449.5888889,18,1996,221.8488889,11,1469,163.28,6,580,64.46888889,,,
5101,5,AR,Arkansas,101,Newton County,8330,29,2244,269.3888889,25,2137,256.54,,,,1,80,9.598888889,,,
5103,5,AR,Arkansas,103,Ouachita County,26120,131,23963,917.4188889,65,13411,513.44,42,8165,312.6,21,2114,80.93,1,100,3.83
5105,5,AR,Arkansas,105,Perry County,10445,24,3744,358.4488889,20,3324,318.24,1,120,11.49,1,50,4.79,1,250,23.92888889
5107,5,AR,Arkansas,107,Phillips County,21757,59,11039,507.3788889,30,6170,283.5888889,18,3434,157.83,8,1052,48.35,1,216,9.928888889
5109,5,AR,Arkansas,109,Pike County,11291,57,6601,584.62,45,5540,490.66,1,184,16.3,8,456,40.39,1,250,22.14
5111,5,AR,Arkansas,111,Poinsett County,24583,89,16482,670.46,72,14663,596.47,2,197,8.008888889,11,1278,51.99,2,209,8.5
5113,5,AR,Arkansas,113,Polk County,20662,70,11099,537.1688889,60,8788,425.3188889,,,,7,1209,58.50888889,1,570,27.58888889
5115,5,AR,Arkansas,115,Pope County,61754,151,28676,464.36,129,21515,348.3988889,3,365,5.91,13,4163,67.40888889,3,1527,24.73
5117,5,AR,Arkansas,117,Prairie County,8715,29,4362,500.5188889,22,3248,372.6888889,1,178,20.42,5,760,87.20888889,1,176,20.19888889
5119,5,AR,Arkansas,119,Pulaski County,382748,557,222466,581.23,351,128692,336.23,75,21575,56.36888889,82,38729,101.1888889,15,23960,62.6
5121,5,AR,Arkansas,121,Randolph County,17969,54,10577,588.62,49,8689,483.56,,,,2,288,16.03,2,1300,72.34888889
5123,5,AR,Arkansas,123,St. Francis County,28258,77,14687,519.75,44,9596,339.5888889,19,3733,132.0988889,11,1266,44.79888889,1,92,3.258888889
5125,5,AR,Arkansas,125,Saline County,107118,146,43486,405.9588889,121,33609,313.7588889,6,1081,10.08888889,17,6680,62.35888889,1,2113,19.73
5127,5,AR,Arkansas,127,Scott County,11233,56,6417,571.2588889,47,5434,483.75,,,,5,248,22.07888889,1,429,38.18888889
5129,5,AR,Arkansas,129,Searcy County,8195,36,3744,456.86,32,3350,408.79,1,178,21.71888889,2,216,26.35888889,,,
5131,5,AR,Arkansas,131,Sebastian County,125744,215,86374,686.8988889,157,57844,460.0088889,4,555,4.41,34,12423,98.79888889,6,12251,97.43
5133,5,AR,Arkansas,133,Sevier County,17058,50,9174,537.8088889,37,7062,414,1,196,11.49,9,664,38.92888889,1,1200,70.34888889
5135,5,AR,Arkansas,135,Sharp County,17264,78,11580,670.7588889,59,9339,540.95,,,,14,1384,80.17,1,471,27.28
5137,5,AR,Arkansas,137,Stone County,12394,41,5975,482.0888889,36,5059,408.18,,,,2,568,45.82888889,1,138,11.13
5139,5,AR,Arkansas,139,Union County,41639,158,34674,832.73,102,22629,543.46,33,7931,190.4688889,19,3064,73.57888889,1,671,16.10888889
5141,5,AR,Arkansas,141,Van Buren County,17295,49,7057,408.04,42,5651,326.74,,,,4,1051,60.77,2,354,20.46888889
5143,5,AR,Arkansas,143,Washington County,203065,275,115249,567.5488889,208,68218,335.9388889,1,626,3.08,37,16428,80.9,4,25134,123.7688889
5145,5,AR,Arkansas,145,White County,77076,206,45037,584.32,166,39009,506.11,4,647,8.39,30,3838,49.79888889,2,749,9.72
5147,5,AR,Arkansas,147,Woodruff County,7260,28,3317,456.8888889,19,2440,336.0888889,2,303,41.74,6,491,67.62888889,1,45,6.2
5149,5,AR,Arkansas,149,Yell County,22185,85,11304,509.5288889,64,7813,352.17,2,251,11.31,15,1247,56.21,2,1800,81.14
6001,6,CA,California,1,Alameda County,1510271,1091,509573,337.41,538,123422,81.71888889,76,20716,13.72,181,40185,26.60888889,53,231500,153.28
6003,6,CA,California,3,Alpine County,1175,1,50,42.54888889,1,50,42.54888889,,,,,,,,,
6005,6,CA,California,5,Amador County,38091,47,9307,244.34,28,3288,86.31888889,,,,6,766,20.10888889,6,3887,102.0488889
6007,6,CA,California,7,Butte County,220000,202,74981,340.8188889,129,22822,103.7388889,4,475,2.16,24,6272,28.51,7,34101,155
6009,6,CA,California,9,Calaveras County,45578,61,31428,689.5388889,40,3717,81.54888889,,,,8,972,21.32888889,5,25052,549.6488889
6011,6,CA,California,11,Colusa County,21419,29,11399,532.19,13,1106,51.64,,,,8,744,34.74,6,9170,428.12
6013,6,CA,California,13,Contra Costa County,1049025,652,403596,384.73,352,81120,77.32888889,34,10395,9.91,101,32693,31.17,34,228400,217.7288889
6015,6,CA,California,15,Del Norte County,28610,32,5962,208.3888889,22,2682,93.73888889,,,,4,436,15.24,1,1585,55.39888889
6017,6,CA,California,17,El Dorado County,181058,118,52016,287.29,69,16538,91.34,,,,11,2937,16.21888889,6,23298,128.68
